split,model,k,full,top_k
35,gigapath,500,0.3333333333333333,0.3333333333333333
35,gigapath,1000,0.3333333333333333,0.3333333333333333
35,uni2,20,0.6666666666666666,0.6666666666666666
35,uni2,50,0.6666666666666666,0.6666666666666666
35,uni2,100,0.6666666666666666,0.8333333333333334
35,uni2,200,0.6666666666666666,0.8333333333333334
35,uni2,500,0.6666666666666666,0.8333333333333334
35,uni2,1000,0.6666666666666666,0.6666666666666666
35,virchow2,20,0.3333333333333333,0.3333333333333333
35,virchow2,50,0.3333333333333333,0.3333333333333333
35,virchow2,100,0.3333333333333333,0.3333333333333333
35,virchow2,200,0.3333333333333333,0.3333333333333333
35,virchow2,500,0.3333333333333333,0.3333333333333333
35,virchow2,1000,0.3333333333333333,0.3333333333333333
36,gigapath,20,0.5,0.6666666666666666
36,gigapath,50,0.5,1.0
36,gigapath,100,0.5,0.5
36,gigapath,200,0.5,0.5
36,gigapath,500,0.5,0.5
36,gigapath,1000,0.5,0.5
36,uni2,20,0.5,0.3333333333333333
36,uni2,50,0.5,0.6666666666666666
36,uni2,100,0.5,0.6666666666666666
36,uni2,200,0.5,0.6666666666666666
36,uni2,500,0.5,0.6666666666666666
36,uni2,1000,0.5,0.5
36,virchow2,20,0.5,0.5
36,virchow2,50,0.5,0.5
36,virchow2,100,0.5,0.6666666666666666
36,virchow2,200,0.5,0.6666666666666666
36,virchow2,500,0.5,0.6666666666666666
36,virchow2,1000,0.5,0.6666666666666666
37,gigapath,20,0.16666666666666666,0.16666666666666666
37,gigapath,50,0.16666666666666666,0.16666666666666666
37,gigapath,100,0.16666666666666666,0.16666666666666666
37,gigapath,200,0.16666666666666666,0.16666666666666666
37,gigapath,500,0.16666666666666666,0.16666666666666666
37,gigapath,1000,0.16666666666666666,0.16666666666666666
37,uni2,20,0.5,0.0
37,uni2,50,0.5,0.5
37,uni2,100,0.5,0.5
37,uni2,200,0.5,0.5
37,uni2,500,0.5,0.5
37,uni2,1000,0.5,0.5
37,virchow2,20,0.16666666666666666,0.5
37,virchow2,50,0.16666666666666666,0.5
37,virchow2,100,0.16666666666666666,0.5
37,virchow2,200,0.16666666666666666,0.16666666666666666
37,virchow2,500,0.16666666666666666,0.16666666666666666
37,virchow2,1000,0.16666666666666666,0.16666666666666666
38,gigapath,20,0.16666666666666666,0.16666666666666666
38,gigapath,50,0.16666666666666666,0.16666666666666666
38,gigapath,100,0.16666666666666666,0.16666666666666666
38,gigapath,200,0.16666666666666666,0.16666666666666666
38,gigapath,500,0.16666666666666666,0.16666666666666666
38,gigapath,1000,0.16666666666666666,0.16666666666666666
38,uni2,20,0.3333333333333333,0.16666666666666666
38,uni2,50,0.3333333333333333,0.16666666666666666
38,uni2,100,0.3333333333333333,0.16666666666666666
38,uni2,200,0.3333333333333333,0.16666666666666666
38,uni2,500,0.3333333333333333,0.16666666666666666
38,uni2,1000,0.3333333333333333,0.3333333333333333
38,virchow2,20,0.3333333333333333,0.16666666666666666
38,virchow2,50,0.3333333333333333,0.16666666666666666
38,virchow2,100,0.3333333333333333,0.16666666666666666
38,virchow2,200,0.3333333333333333,0.16666666666666666
38,virchow2,500,0.3333333333333333,0.3333333333333333
38,virchow2,1000,0.3333333333333333,0.16666666666666666
39,gigapath,20,0.3333333333333333,0.16666666666666666
39,gigapath,50,0.3333333333333333,0.0
39,gigapath,100,0.3333333333333333,0.0
39,gigapath,200,0.3333333333333333,0.0
39,gigapath,500,0.3333333333333333,0.0
39,gigapath,1000,0.3333333333333333,0.0
39,uni2,20,0.3333333333333333,0.6666666666666666
39,uni2,50,0.3333333333333333,0.3333333333333333
39,uni2,100,0.3333333333333333,0.3333333333333333
39,uni2,200,0.3333333333333333,0.3333333333333333
39,uni2,500,0.3333333333333333,0.3333333333333333
39,uni2,1000,0.3333333333333333,0.3333333333333333
39,virchow2,20,0.5,0.5
39,virchow2,50,0.5,0.5
39,virchow2,100,0.5,0.3333333333333333
39,virchow2,200,0.5,0.5
39,virchow2,500,0.5,0.5
39,virchow2,1000,0.5,0.5
40,gigapath,20,0.5,0.5
40,gigapath,50,0.5,0.5
40,gigapath,100,0.5,0.5
40,gigapath,200,0.5,0.5
40,gigapath,500,0.5,0.5
40,gigapath,1000,0.5,0.5
40,uni2,20,0.8333333333333334,0.5
40,uni2,50,0.8333333333333334,0.8333333333333334
40,uni2,100,0.8333333333333334,0.8333333333333334
40,uni2,200,0.8333333333333334,0.8333333333333334
40,uni2,500,0.8333333333333334,0.8333333333333334
40,uni2,1000,0.8333333333333334,0.8333333333333334
40,virchow2,20,0.6666666666666666,0.5
40,virchow2,50,0.6666666666666666,0.5
40,virchow2,100,0.6666666666666666,0.5
40,virchow2,200,0.6666666666666666,0.5
40,virchow2,500,0.6666666666666666,0.6666666666666666
40,virchow2,1000,0.6666666666666666,0.6666666666666666
41,gigapath,20,0.5,0.5
41,gigapath,50,0.5,0.5
41,gigapath,100,0.5,0.16666666666666666
41,gigapath,200,0.5,0.5
41,gigapath,500,0.5,0.5
41,gigapath,1000,0.5,0.5
41,uni2,20,0.5,0.5
41,uni2,50,0.5,0.5
41,uni2,100,0.5,0.5
41,uni2,200,0.5,0.5
41,uni2,500,0.5,0.5
41,uni2,1000,0.5,0.5
41,virchow2,20,0.5,0.5
41,virchow2,50,0.5,0.16666666666666666
41,virchow2,100,0.5,0.16666666666666666
41,virchow2,200,0.5,0.16666666666666666
41,virchow2,500,0.5,0.5
41,virchow2,1000,0.5,0.5
42,gigapath,20,0.5,0.5
42,gigapath,50,0.5,0.8333333333333334
42,gigapath,100,0.5,0.8333333333333334
42,gigapath,200,0.5,0.5
42,gigapath,500,0.5,0.5
42,gigapath,1000,0.5,0.5
42,uni2,20,0.5,0.3333333333333333
42,uni2,50,0.5,0.8333333333333334
42,uni2,100,0.5,0.8333333333333334
42,uni2,200,0.5,0.8333333333333334
42,uni2,500,0.5,0.5
42,uni2,1000,0.5,0.5
42,virchow2,20,0.5,0.8333333333333334
42,virchow2,50,0.5,0.6666666666666666
42,virchow2,100,0.5,0.8333333333333334
42,virchow2,200,0.5,0.8333333333333334
42,virchow2,500,0.5,0.5
42,virchow2,1000,0.5,0.5
43,gigapath,20,0.5,1.0
43,gigapath,50,0.5,0.8333333333333334
43,gigapath,100,0.5,0.8333333333333334
43,gigapath,200,0.5,0.8333333333333334
43,gigapath,500,0.5,0.8333333333333334
43,gigapath,1000,0.5,0.5
43,uni2,20,0.8333333333333334,0.8333333333333334
43,uni2,50,0.8333333333333334,0.8333333333333334
43,uni2,100,0.8333333333333334,0.8333333333333334
43,uni2,200,0.8333333333333334,0.8333333333333334
43,uni2,500,0.8333333333333334,0.8333333333333334
43,uni2,1000,0.8333333333333334,0.8333333333333334
43,virchow2,20,0.5,0.5
43,virchow2,50,0.5,0.5
43,virchow2,100,0.5,0.8333333333333334
43,virchow2,200,0.5,0.8333333333333334
43,virchow2,500,0.5,0.8333333333333334
43,virchow2,1000,0.5,0.8333333333333334
44,gigapath,20,0.3333333333333333,0.3333333333333333
44,gigapath,50,0.3333333333333333,0.3333333333333333
44,gigapath,100,0.3333333333333333,0.3333333333333333
44,gigapath,200,0.3333333333333333,0.6666666666666666
44,gigapath,500,0.3333333333333333,0.3333333333333333
44,gigapath,1000,0.3333333333333333,0.3333333333333333
44,uni2,20,0.8333333333333334,0.6666666666666666
44,uni2,50,0.8333333333333334,0.5
44,uni2,100,0.8333333333333334,0.5
44,uni2,200,0.8333333333333334,0.5
44,uni2,500,0.8333333333333334,0.8333333333333334
44,uni2,1000,0.8333333333333334,0.8333333333333334
44,virchow2,20,0.5,0.5
44,virchow2,50,0.5,0.5
44,virchow2,100,0.5,0.5
44,virchow2,200,0.5,0.5
44,virchow2,500,0.5,0.5
44,virchow2,1000,0.5,0.5
45,gigapath,20,0.3333333333333333,0.3333333333333333
45,gigapath,50,0.3333333333333333,0.0
45,gigapath,100,0.3333333333333333,0.3333333333333333
45,gigapath,200,0.3333333333333333,0.3333333333333333
45,gigapath,500,0.3333333333333333,0.3333333333333333
45,gigapath,1000,0.3333333333333333,0.3333333333333333
45,uni2,20,0.6666666666666666,0.3333333333333333
45,uni2,50,0.6666666666666666,0.6666666666666666
45,uni2,100,0.6666666666666666,0.3333333333333333
45,uni2,200,0.6666666666666666,0.6666666666666666
45,uni2,500,0.6666666666666666,0.6666666666666666
45,uni2,1000,0.6666666666666666,0.6666666666666666
45,virchow2,20,0.5,0.5
45,virchow2,50,0.5,0.8333333333333334
45,virchow2,100,0.5,0.5
45,virchow2,200,0.5,0.5
45,virchow2,500,0.5,0.5
45,virchow2,1000,0.5,0.5
46,gigapath,20,0.5,0.3333333333333333
46,gigapath,50,0.5,0.5
46,gigapath,100,0.5,0.5
46,gigapath,200,0.5,0.16666666666666666
46,gigapath,500,0.5,0.16666666666666666
46,gigapath,1000,0.5,0.5
46,uni2,20,0.3333333333333333,0.3333333333333333
46,uni2,50,0.3333333333333333,0.3333333333333333
46,uni2,100,0.3333333333333333,0.3333333333333333
46,uni2,200,0.3333333333333333,0.3333333333333333
46,uni2,500,0.3333333333333333,0.3333333333333333
46,uni2,1000,0.3333333333333333,0.3333333333333333
46,virchow2,20,0.16666666666666666,0.5
46,virchow2,50,0.16666666666666666,0.5
46,virchow2,100,0.16666666666666666,0.3333333333333333
46,virchow2,200,0.16666666666666666,0.3333333333333333
46,virchow2,500,0.16666666666666666,0.3333333333333333
46,virchow2,1000,0.16666666666666666,0.3333333333333333
47,gigapath,20,0.5,0.5
47,gigapath,50,0.5,0.5
47,gigapath,100,0.5,0.5
47,gigapath,200,0.5,0.5
47,gigapath,500,0.5,0.5
47,gigapath,1000,0.5,0.5
47,uni2,20,0.5,0.3333333333333333
47,uni2,50,0.5,0.5
47,uni2,100,0.5,0.5
47,uni2,200,0.5,0.5
47,uni2,500,0.5,0.5
47,uni2,1000,0.5,0.5
47,virchow2,20,0.5,0.5
47,virchow2,50,0.5,0.5
47,virchow2,100,0.5,0.16666666666666666
47,virchow2,200,0.5,0.16666666666666666
47,virchow2,500,0.5,0.16666666666666666
47,virchow2,1000,0.5,0.16666666666666666
48,gigapath,20,0.3333333333333333,0.3333333333333333
48,gigapath,50,0.3333333333333333,0.3333333333333333
48,gigapath,100,0.3333333333333333,0.3333333333333333
48,gigapath,200,0.3333333333333333,0.3333333333333333
48,gigapath,500,0.3333333333333333,0.3333333333333333
48,gigapath,1000,0.3333333333333333,0.3333333333333333
48,uni2,20,0.5,0.3333333333333333
48,uni2,50,0.5,0.16666666666666666
48,uni2,100,0.5,0.6666666666666666
48,uni2,200,0.5,0.6666666666666666
48,uni2,500,0.5,0.16666666666666666
48,uni2,1000,0.5,0.5
48,virchow2,20,0.3333333333333333,0.6666666666666666
48,virchow2,50,0.3333333333333333,0.3333333333333333
48,virchow2,100,0.3333333333333333,0.3333333333333333
48,virchow2,200,0.3333333333333333,0.3333333333333333
48,virchow2,500,0.3333333333333333,0.3333333333333333
48,virchow2,1000,0.3333333333333333,0.3333333333333333
49,gigapath,20,0.3333333333333333,0.5
49,gigapath,50,0.3333333333333333,0.3333333333333333
49,gigapath,100,0.3333333333333333,0.3333333333333333
49,gigapath,200,0.3333333333333333,0.3333333333333333
49,gigapath,500,0.3333333333333333,0.3333333333333333
49,gigapath,1000,0.3333333333333333,0.3333333333333333
49,uni2,20,0.16666666666666666,0.5
49,uni2,50,0.16666666666666666,0.5
49,uni2,100,0.16666666666666666,0.5
49,uni2,200,0.16666666666666666,0.16666666666666666
49,uni2,500,0.16666666666666666,0.16666666666666666
49,uni2,1000,0.16666666666666666,0.16666666666666666
49,virchow2,20,0.0,0.0
49,virchow2,50,0.0,0.0
49,virchow2,100,0.0,0.0
49,virchow2,200,0.0,0.0
49,virchow2,500,0.0,0.0
49,virchow2,1000,0.0,0.0
50,gigapath,20,0.16666666666666666,0.16666666666666666
50,gigapath,50,0.16666666666666666,0.16666666666666666
50,gigapath,100,0.16666666666666666,0.6666666666666666
50,gigapath,200,0.16666666666666666,0.16666666666666666
50,gigapath,500,0.16666666666666666,0.16666666666666666
50,gigapath,1000,0.16666666666666666,0.16666666666666666
50,uni2,20,0.8333333333333334,0.6666666666666666
50,uni2,50,0.8333333333333334,1.0
50,uni2,100,0.8333333333333334,0.8333333333333334
50,uni2,200,0.8333333333333334,0.8333333333333334
50,uni2,500,0.8333333333333334,0.8333333333333334
50,uni2,1000,0.8333333333333334,0.8333333333333334
50,virchow2,20,0.16666666666666666,0.3333333333333333
50,virchow2,50,0.16666666666666666,0.16666666666666666
50,virchow2,100,0.16666666666666666,0.16666666666666666
50,virchow2,200,0.16666666666666666,0.16666666666666666
50,virchow2,500,0.16666666666666666,0.16666666666666666
50,virchow2,1000,0.16666666666666666,0.16666666666666666
51,gigapath,20,0.16666666666666666,0.16666666666666666
51,gigapath,50,0.16666666666666666,0.16666666666666666
51,gigapath,100,0.16666666666666666,0.16666666666666666
51,gigapath,200,0.16666666666666666,0.16666666666666666
51,gigapath,500,0.16666666666666666,0.16666666666666666
51,gigapath,1000,0.16666666666666666,0.16666666666666666
51,uni2,20,0.16666666666666666,0.16666666666666666
51,uni2,50,0.16666666666666666,0.16666666666666666
51,uni2,100,0.16666666666666666,0.16666666666666666
51,uni2,200,0.16666666666666666,0.16666666666666666
51,uni2,500,0.16666666666666666,0.16666666666666666
51,uni2,1000,0.16666666666666666,0.16666666666666666
51,virchow2,20,0.16666666666666666,0.16666666666666666
51,virchow2,50,0.16666666666666666,0.16666666666666666
51,virchow2,100,0.16666666666666666,0.16666666666666666
51,virchow2,200,0.16666666666666666,0.16666666666666666
51,virchow2,500,0.16666666666666666,0.16666666666666666
51,virchow2,1000,0.16666666666666666,0.16666666666666666
52,gigapath,20,0.3333333333333333,0.5
52,gigapath,50,0.3333333333333333,0.3333333333333333
52,gigapath,100,0.3333333333333333,0.3333333333333333
52,gigapath,200,0.3333333333333333,0.3333333333333333
52,gigapath,500,0.3333333333333333,0.3333333333333333
52,gigapath,1000,0.3333333333333333,0.3333333333333333
52,uni2,20,0.5,0.5
52,uni2,50,0.5,0.5
52,uni2,100,0.5,0.5
52,uni2,200,0.5,0.5
52,uni2,500,0.5,0.5
52,uni2,1000,0.5,0.5
52,virchow2,20,0.3333333333333333,0.3333333333333333
52,virchow2,50,0.3333333333333333,0.6666666666666666
52,virchow2,100,0.3333333333333333,0.3333333333333333
52,virchow2,200,0.3333333333333333,0.3333333333333333
52,virchow2,500,0.3333333333333333,0.3333333333333333
52,virchow2,1000,0.3333333333333333,0.3333333333333333
53,gigapath,20,0.6666666666666666,0.3333333333333333
53,gigapath,50,0.6666666666666666,0.3333333333333333
53,gigapath,100,0.6666666666666666,0.3333333333333333
53,gigapath,200,0.6666666666666666,0.3333333333333333
53,gigapath,500,0.6666666666666666,0.6666666666666666
53,gigapath,1000,0.6666666666666666,0.6666666666666666
53,uni2,20,0.6666666666666666,0.0
53,uni2,50,0.6666666666666666,0.6666666666666666
53,uni2,100,0.6666666666666666,0.6666666666666666
53,uni2,200,0.6666666666666666,1.0
53,uni2,500,0.6666666666666666,0.6666666666666666
53,uni2,1000,0.6666666666666666,0.6666666666666666
53,virchow2,20,0.3333333333333333,0.3333333333333333
53,virchow2,50,0.3333333333333333,0.3333333333333333
53,virchow2,100,0.3333333333333333,0.3333333333333333
53,virchow2,200,0.3333333333333333,0.3333333333333333
53,virchow2,500,0.3333333333333333,0.3333333333333333
53,virchow2,1000,0.3333333333333333,0.3333333333333333
54,gigapath,20,0.6666666666666666,0.5
54,gigapath,50,0.6666666666666666,0.5
54,gigapath,100,0.6666666666666666,0.8333333333333334
54,gigapath,200,0.6666666666666666,0.5
54,gigapath,500,0.6666666666666666,0.8333333333333334
54,gigapath,1000,0.6666666666666666,0.8333333333333334
54,uni2,20,1.0,0.3333333333333333
54,uni2,50,1.0,0.5
54,uni2,100,1.0,0.5
54,uni2,200,1.0,0.6666666666666666
54,uni2,500,1.0,1.0
54,uni2,1000,1.0,1.0
54,virchow2,20,0.3333333333333333,0.5
54,virchow2,50,0.3333333333333333,0.5
54,virchow2,100,0.3333333333333333,0.3333333333333333
54,virchow2,200,0.3333333333333333,0.3333333333333333
54,virchow2,500,0.3333333333333333,0.3333333333333333
54,virchow2,1000,0.3333333333333333,0.3333333333333333
55,gigapath,20,0.5,0.5
55,gigapath,50,0.5,0.5
55,gigapath,100,0.5,0.5
55,gigapath,200,0.5,0.5
55,gigapath,500,0.5,0.5
55,gigapath,1000,0.5,0.5
55,uni2,20,0.5,0.5
55,uni2,50,0.5,0.5
55,uni2,100,0.5,0.5
55,uni2,200,0.5,0.5
55,uni2,500,0.5,0.5
55,uni2,1000,0.5,0.5
55,virchow2,20,0.5,0.5
55,virchow2,50,0.5,0.5
55,virchow2,100,0.5,0.5
55,virchow2,200,0.5,0.5
55,virchow2,500,0.5,0.5
55,virchow2,1000,0.5,0.5
56,gigapath,20,0.16666666666666666,0.16666666666666666
56,gigapath,50,0.16666666666666666,0.16666666666666666
56,gigapath,100,0.16666666666666666,0.16666666666666666
56,gigapath,200,0.16666666666666666,0.16666666666666666
56,gigapath,500,0.16666666666666666,0.16666666666666666
56,gigapath,1000,0.16666666666666666,0.16666666666666666
56,uni2,20,0.16666666666666666,0.3333333333333333
56,uni2,50,0.16666666666666666,0.16666666666666666
56,uni2,100,0.16666666666666666,0.16666666666666666
56,uni2,200,0.16666666666666666,0.16666666666666666
56,uni2,500,0.16666666666666666,0.16666666666666666
56,uni2,1000,0.16666666666666666,0.16666666666666666
56,virchow2,20,0.16666666666666666,0.5
56,virchow2,50,0.16666666666666666,0.16666666666666666
56,virchow2,100,0.16666666666666666,0.16666666666666666
56,virchow2,200,0.16666666666666666,0.16666666666666666
56,virchow2,500,0.16666666666666666,0.16666666666666666
56,virchow2,1000,0.16666666666666666,0.16666666666666666
57,gigapath,20,0.16666666666666666,0.5
57,gigapath,50,0.16666666666666666,0.5
57,gigapath,100,0.16666666666666666,0.5
57,gigapath,200,0.16666666666666666,0.5
57,gigapath,500,0.16666666666666666,0.16666666666666666
57,gigapath,1000,0.16666666666666666,0.16666666666666666
57,uni2,20,0.16666666666666666,0.16666666666666666
57,uni2,50,0.16666666666666666,0.16666666666666666
57,uni2,100,0.16666666666666666,0.16666666666666666
57,uni2,200,0.16666666666666666,0.16666666666666666
57,uni2,500,0.16666666666666666,0.16666666666666666
57,uni2,1000,0.16666666666666666,0.16666666666666666
57,virchow2,20,0.16666666666666666,0.16666666666666666
57,virchow2,50,0.16666666666666666,0.16666666666666666
57,virchow2,100,0.16666666666666666,0.16666666666666666
57,virchow2,200,0.16666666666666666,0.16666666666666666
57,virchow2,500,0.16666666666666666,0.16666666666666666
57,virchow2,1000,0.16666666666666666,0.16666666666666666
58,gigapath,20,0.5,0.5
58,gigapath,50,0.5,0.5
58,gigapath,100,0.5,0.5
58,gigapath,200,0.5,0.5
58,gigapath,500,0.5,0.5
58,gigapath,1000,0.5,0.5
58,uni2,20,0.8333333333333334,0.0
58,uni2,50,0.8333333333333334,0.8333333333333334
58,uni2,100,0.8333333333333334,0.6666666666666666
58,uni2,200,0.8333333333333334,0.8333333333333334
58,uni2,500,0.8333333333333334,0.8333333333333334
58,uni2,1000,0.8333333333333334,0.8333333333333334
58,virchow2,20,0.8333333333333334,0.8333333333333334
58,virchow2,50,0.8333333333333334,0.8333333333333334
58,virchow2,100,0.8333333333333334,0.8333333333333334
58,virchow2,200,0.8333333333333334,0.5
58,virchow2,500,0.8333333333333334,0.5
58,virchow2,1000,0.8333333333333334,0.8333333333333334
59,gigapath,20,0.8333333333333334,0.5
59,gigapath,50,0.8333333333333334,0.5
59,gigapath,100,0.8333333333333334,0.6666666666666666
59,gigapath,200,0.8333333333333334,0.8333333333333334
59,gigapath,500,0.8333333333333334,0.8333333333333334
59,gigapath,1000,0.8333333333333334,0.8333333333333334
59,uni2,20,0.5,0.6666666666666666
59,uni2,50,0.5,0.5
59,uni2,100,0.5,0.5
59,uni2,200,0.5,0.5
59,uni2,500,0.5,0.5
59,uni2,1000,0.5,0.5
59,virchow2,20,0.5,0.5
59,virchow2,50,0.5,0.8333333333333334
59,virchow2,100,0.5,0.6666666666666666
59,virchow2,200,0.5,0.6666666666666666
59,virchow2,500,0.5,0.5
59,virchow2,1000,0.5,0.5
60,gigapath,20,0.6666666666666666,0.0
60,gigapath,50,0.6666666666666666,0.8333333333333334
60,gigapath,100,0.6666666666666666,0.8333333333333334
60,gigapath,200,0.6666666666666666,0.6666666666666666
60,gigapath,500,0.6666666666666666,0.6666666666666666
60,gigapath,1000,0.6666666666666666,0.6666666666666666
60,uni2,20,0.6666666666666666,0.6666666666666666
60,uni2,50,0.6666666666666666,0.6666666666666666
60,uni2,100,0.6666666666666666,0.6666666666666666
60,uni2,200,0.6666666666666666,0.6666666666666666
60,uni2,500,0.6666666666666666,0.6666666666666666
60,uni2,1000,0.6666666666666666,0.6666666666666666
60,virchow2,20,0.6666666666666666,0.5
60,virchow2,50,0.6666666666666666,0.3333333333333333
60,virchow2,100,0.6666666666666666,0.3333333333333333
60,virchow2,200,0.6666666666666666,0.3333333333333333
60,virchow2,500,0.6666666666666666,0.3333333333333333
60,virchow2,1000,0.6666666666666666,0.3333333333333333
61,gigapath,20,0.6666666666666666,0.5
61,gigapath,50,0.6666666666666666,0.8333333333333334
61,gigapath,100,0.6666666666666666,0.5
61,gigapath,200,0.6666666666666666,0.5
61,gigapath,500,0.6666666666666666,0.6666666666666666
61,gigapath,1000,0.6666666666666666,0.6666666666666666
61,uni2,20,0.16666666666666666,0.16666666666666666
61,uni2,50,0.16666666666666666,0.16666666666666666
61,uni2,100,0.16666666666666666,0.5
61,uni2,200,0.16666666666666666,0.16666666666666666
61,uni2,500,0.16666666666666666,0.16666666666666666
61,uni2,1000,0.16666666666666666,0.16666666666666666
61,virchow2,20,0.5,0.6666666666666666
61,virchow2,50,0.5,0.5
61,virchow2,100,0.5,0.5
61,virchow2,200,0.5,0.5
61,virchow2,500,0.5,0.5
61,virchow2,1000,0.5,0.5
62,gigapath,20,0.5,0.3333333333333333
62,gigapath,50,0.5,0.3333333333333333
62,gigapath,100,0.5,0.6666666666666666
62,gigapath,200,0.5,0.6666666666666666
62,gigapath,500,0.5,0.6666666666666666
62,gigapath,1000,0.5,0.5
62,uni2,20,0.5,0.5
62,uni2,50,0.5,0.5
62,uni2,100,0.5,0.5
62,uni2,200,0.5,0.5
62,uni2,500,0.5,0.5
62,uni2,1000,0.5,0.5
62,virchow2,20,0.5,0.16666666666666666
62,virchow2,50,0.5,0.3333333333333333
62,virchow2,100,0.5,0.0
62,virchow2,200,0.5,0.3333333333333333
